country,period,gdp_per_worker,metadata,country_name,year,quarter,time,gdp_real_2015usd,emp_persons,gdp_sa,emp_source
ALB,2014-Q3,10516.725138819405,"gdp: IMF QNEA B1GQ constant-price LCU SA 2014-Q3; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2014,3,2014.5,11255914198.651606,1070287.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2014-Q4,10707.814487524804,"gdp: IMF QNEA B1GQ constant-price LCU SA 2014-Q4; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2014,4,2014.75,11329617274.815369,1058070.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2015-Q1,10752.191414342957,"gdp: IMF QNEA B1GQ constant-price LCU SA 2015-Q1; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2015,1,2015.0,11404430097.728415,1060661.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2015-Q2,10643.630031488447,"gdp: IMF QNEA B1GQ constant-price LCU SA 2015-Q2; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2015,2,2015.25,11450151097.124483,1075775.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2015-Q3,10681.65011791196,"gdp: IMF QNEA B1GQ constant-price LCU SA 2015-Q3; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2015,3,2015.5,11639292095.93312,1089653.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2015-Q4,10699.580920932236,"gdp: IMF QNEA B1GQ constant-price LCU SA 2015-Q4; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2015,4,2015.75,11788359575.86538,1101759.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2016-Q1,10682.788982214952,"gdp: IMF QNEA B1GQ constant-price LCU SA 2016-Q1; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2016,1,2016.0,11906641336.384443,1114563.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2016-Q2,10461.220946762518,"gdp: IMF QNEA B1GQ constant-price LCU SA 2016-Q2; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2016,2,2016.25,12014680873.693913,1148497.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2016-Q3,10307.18994191722,"gdp: IMF QNEA B1GQ constant-price LCU SA 2016-Q3; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2016,3,2016.5,12185273328.423899,1182211.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2016-Q4,10598.089478795318,"gdp: IMF QNEA B1GQ constant-price LCU SA 2016-Q4; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2016,4,2016.75,12278321182.853006,1158541.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2017-Q1,10593.92599266776,"gdp: IMF QNEA B1GQ constant-price LCU SA 2017-Q1; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2017,1,2017.0,12283286401.088526,1159465.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2017-Q2,10401.763318790054,"gdp: IMF QNEA B1GQ constant-price LCU SA 2017-Q2; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2017,2,2017.25,12366240339.176743,1188860.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2017-Q3,10246.07223334769,"gdp: IMF QNEA B1GQ constant-price LCU SA 2017-Q3; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2017,3,2017.5,12346342857.956,1204983.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2017-Q4,10364.164317688756,"gdp: IMF QNEA B1GQ constant-price LCU SA 2017-Q4; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2017,4,2017.75,12578198555.890697,1213624.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2018-Q1,10452.328761076904,"gdp: IMF QNEA B1GQ constant-price LCU SA 2018-Q1; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2018,1,2018.0,12750335953.172228,1219856.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2018-Q2,10486.696376160437,"gdp: IMF QNEA B1GQ constant-price LCU SA 2018-Q2; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2018,2,2018.25,12873971832.800608,1227648.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2018-Q3,10513.990396898658,"gdp: IMF QNEA B1GQ constant-price LCU SA 2018-Q3; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2018,3,2018.5,12956022376.434324,1232265.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2018-Q4,10361.979585308276,"gdp: IMF QNEA B1GQ constant-price LCU SA 2018-Q4; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2018,4,2018.75,12808038848.195732,1236061.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2019-Q1,10544.375345986291,"gdp: IMF QNEA B1GQ constant-price LCU SA 2019-Q1; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2019,1,2019.0,13093098488.366022,1241714.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2019-Q2,10314.826793212356,"gdp: IMF QNEA B1GQ constant-price LCU SA 2019-Q2; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2019,2,2019.25,13100820250.75184,1270096.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2019-Q3,10427.307091892955,"gdp: IMF QNEA B1GQ constant-price LCU SA 2019-Q3; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2019,3,2019.5,13280854377.967474,1273661.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2019-Q4,10076.288754225563,"gdp: IMF QNEA B1GQ constant-price LCU SA 2019-Q4; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2019,4,2019.75,12829211452.190022,1273208.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2020-Q1,10150.441378904023,"gdp: IMF QNEA B1GQ constant-price LCU SA 2020-Q1; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2020,1,2020.0,12737656930.648733,1254887.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2020-Q2,9757.021965939588,"gdp: IMF QNEA B1GQ constant-price LCU SA 2020-Q2; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2020,2,2020.25,11930144926.281517,1222724.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2020-Q3,10353.55457246189,"gdp: IMF QNEA B1GQ constant-price LCU SA 2020-Q3; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2020,3,2020.5,13034038083.49941,1258895.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2020-Q4,10815.858751465086,"gdp: IMF QNEA B1GQ constant-price LCU SA 2020-Q4; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2020,4,2020.75,13300477823.851646,1229720.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
ALB,2021-Q1,11086.537461842196,"gdp: IMF QNEA B1GQ constant-price LCU SA 2021-Q1; not annualized in source, multiplied by 4 to annualize | rebase: volume index vs 2015 real LCU [IMF ANEA B1GQ constant LCU 2015 annual] times 2015 current-price LCU [IMF ANEA B1GQ current LCU 2015 annual] divided by IMF ER XDC_USD period-average 2015 (XDC per USD) | employment: ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official); ILO source=BA:480; sex=SEX_T; age=AGE_YTHADULT_YGE15; values in thousands converted to persons (x1000) | gdp_per_worker = annualized real GDP in 2015 USD (market FX, not PPP) / employed persons",Albania,2021,1,2021.0,13553901806.662485,1222555.0,SA,ILOSTAT EMP_TEMP_SEX_AGE_NB quarterly (official)
