country,country_name,iso3,year,quarter,time,period,t,realGDPsa_usd_pa_empl,y
ALB,Albania,ALB,2013,4,2013.75,2013-Q4,2013q4,0.0033024165703772,-5.713100784452469
ALB,Albania,ALB,2014,1,2014.0,2014-Q1,2014q1,0.0034416434783584,-5.671806166348831
ALB,Albania,ALB,2014,2,2014.25,2014-Q2,2014q2,0.0031637870781125,-5.755985526501549
ALB,Albania,ALB,2014,3,2014.5,2014-Q3,2014q3,0.0030670556642526,-5.787037244600766
ALB,Albania,ALB,2014,4,2014.75,2014-Q4,2014q4,0.0030877671306933,-5.780307060708079
ALB,Albania,ALB,2015,1,2015.0,2015-Q1,2015q1,0.0030719742645709,-5.785434841150129
ALB,Albania,ALB,2015,2,2015.25,2015-Q2,2015q2,0.0030866179441244,-5.780679303957648
ALB,Albania,ALB,2015,3,2015.5,2015-Q3,2015q3,0.0030928786022143,-5.77865303525274
ALB,Albania,ALB,2015,4,2015.75,2015-Q4,2015q4,0.0030690429305241,-5.786389515001808
ALB,Albania,ALB,2016,1,2016.0,2016-Q1,2016q1,0.0030343549019726,-5.797756429955302
ALB,Albania,ALB,2016,2,2016.25,2016-Q2,2016q2,0.0030097527299414,-5.805897353116939
ALB,Albania,ALB,2016,3,2016.5,2016-Q3,2016q3,0.0029635557297837,-5.821365471519679
ALB,Albania,ALB,2016,4,2016.75,2016-Q4,2016q4,0.0030339724758044,-5.797882470013756
ALB,Albania,ALB,2017,1,2017.0,2017-Q1,2017q1,0.0030232041171945,-5.801438044063523
ALB,Albania,ALB,2017,2,2017.25,2017-Q2,2017q2,0.00300866240776,-5.806259681792639
ALB,Albania,ALB,2017,3,2017.5,2017-Q3,2017q3,0.0029811408912104,-5.815449202333492
ALB,Albania,ALB,2017,4,2017.75,2017-Q4,2017q4,0.0030091636972932,-5.806093080257265
ALB,Albania,ALB,2018,1,2018.0,2018-Q1,2018q1,0.0029883140480753,-5.813045914130327
ALB,Albania,ALB,2018,2,2018.25,2018-Q2,2018q2,0.003041839389235,-5.795292884292009
ALB,Albania,ALB,2018,3,2018.5,2018-Q3,2018q3,0.0030404434656418,-5.795751897347145
ALB,Albania,ALB,2018,4,2018.75,2018-Q4,2018q4,0.0030130558121496,-5.8048004952253835
ALB,Albania,ALB,2019,1,2019.0,2019-Q1,2019q1,0.0030018669574894,-5.808520864711165
ALB,Albania,ALB,2019,2,2019.25,2019-Q2,2019q2,0.0029790398878136,-5.816154215675107
ALB,Albania,ALB,2019,3,2019.5,2019-Q3,2019q3,0.003020489924076,-5.802336234237425
ALB,Albania,ALB,2019,4,2019.75,2019-Q4,2019q4,0.0029799987754565,-5.815832389385546
ALB,Albania,ALB,2020,1,2020.0,2020-Q1,2020q1,0.002845094316426,-5.862159060309761
ALB,Albania,ALB,2020,2,2020.25,2020-Q2,2020q2,0.0028265325010464,-5.868704583225351
ALB,Albania,ALB,2020,3,2020.5,2020-Q3,2020q3,0.0029967767181637,-5.810217995203554
ALB,Albania,ALB,2020,4,2020.75,2020-Q4,2020q4,0.0031279114448137,-5.767389767181375
ALB,Albania,ALB,2021,1,2021.0,2021-Q1,2021q1,0.0031626583778644,-5.756342346225335
ALB,Albania,ALB,2021,2,2021.25,2021-Q2,2021q2,0.003228704815036,-5.735674208220945
ALB,Albania,ALB,2021,3,2021.5,2021-Q3,2021q3,0.0031596889274627,-5.757281696905278
ALB,Albania,ALB,2021,4,2021.75,2021-Q4,2021q4,0.0032181542242199,-5.738947306072485
ALB,Albania,ALB,2022,1,2022.0,2022-Q1,2022q1,0.0032227528217856,-5.737519371058292
ALB,Albania,ALB,2022,2,2022.25,2022-Q2,2022q2,0.0032105585169227,-5.741310364164396
ALB,Albania,ALB,2022,3,2022.5,2022-Q3,2022q3,0.0032009538694351,-5.744306429396255
ALB,Albania,ALB,2022,4,2022.75,2022-Q4,2022q4,0.0032383285627528,-5.7326979579811255
ALB,Albania,ALB,2023,1,2023.0,2023-Q1,2023q1,0.0036909982863908,-5.601858319201303
ALB,Albania,ALB,2023,2,2023.25,2023-Q2,2023q2,0.0037433254563261,-5.587780903178307
ALB,Albania,ALB,2023,3,2023.5,2023-Q3,2023q3,0.0037800182519544,-5.578026440802933
ALB,Albania,ALB,2023,4,2023.75,2023-Q4,2023q4,0.0038614643169308,-5.556708810725141
ALB,Albania,ALB,2024,1,2024.0,2024-Q1,2024q1,0.0037569639820548,-5.584144099326118
ALB,Albania,ALB,2024,2,2024.25,2024-Q2,2024q2,0.0038203670838036,-5.56740876574396
ALB,Albania,ALB,2024,3,2024.5,2024-Q3,2024q3,0.003860017980996,-5.557083437227128
ALB,Albania,ALB,2024,4,2024.75,2024-Q4,2024q4,0.0039463997634704,-5.534951567980284
ARG,Argentina,ARG,2003,3,2003.5,2003-Q3,2003q3,0.0082384547971398,-4.798942477264653
ARG,Argentina,ARG,2003,4,2003.75,2003-Q4,2003q4,0.0083314923140542,-4.787712689502471
ARG,Argentina,ARG,2004,1,2004.0,2004-Q1,2004q1,0.0077966347964982,-4.854063074728414
ARG,Argentina,ARG,2004,2,2004.25,2004-Q2,2004q2,0.0076817348769529,-4.868909861896513
ARG,Argentina,ARG,2004,3,2004.5,2004-Q3,2004q3,0.0079809454363158,-4.830698398809318
ARG,Argentina,ARG,2004,4,2004.75,2004-Q4,2004q4,0.0080089581618691,-4.827194593543723
ARG,Argentina,ARG,2005,1,2005.0,2005-Q1,2005q1,0.0082482409430021,-4.797755320400005
ARG,Argentina,ARG,2005,2,2005.25,2005-Q2,2005q2,0.0083877917769777,-4.780977990168357
ARG,Argentina,ARG,2005,3,2005.5,2005-Q3,2005q3,0.0082689863946491,-4.795243341587626
ARG,Argentina,ARG,2005,4,2005.75,2005-Q4,2005q4,0.0083756440183631,-4.782427306512488
ARG,Argentina,ARG,2006,1,2006.0,2006-Q1,2006q1,0.0085559210899713,-4.76113171057551
ARG,Argentina,ARG,2006,2,2006.25,2006-Q2,2006q2,0.0085219529457787,-4.765109745419461
ARG,Argentina,ARG,2006,3,2006.5,2006-Q3,2006q3,0.0086491473600414,-4.750294533990278
ARG,Argentina,ARG,2006,4,2006.75,2006-Q4,2006q4,0.0087754413279554,-4.735798217110807
ARG,Argentina,ARG,2007,1,2007.0,2007-Q1,2007q1,0.0089233240234551,-4.719086753436972
ARG,Argentina,ARG,2007,2,2007.25,2007-Q2,2007q2,0.0090309195393461,-4.707101085137939
ARG,Argentina,ARG,2007,3,2007.5,2007-Q3,2007q3,0.0092518243771559,-4.682934516942275
ARG,Argentina,ARG,2007,4,2007.75,2007-Q4,2007q4,0.0095232151340053,-4.65402276303461
ARG,Argentina,ARG,2008,1,2008.0,2008-Q1,2008q1,0.0095332852920452,-4.652965889133095
ARG,Argentina,ARG,2008,2,2008.25,2008-Q2,2008q2,0.0095826881598308,-4.647797125125583
ARG,Argentina,ARG,2008,3,2008.5,2008-Q3,2008q3,0.0096360536741974,-4.642243624070949
ARG,Argentina,ARG,2008,4,2008.75,2008-Q4,2008q4,0.0090538023914879,-4.704570455754607
ARG,Argentina,ARG,2009,1,2009.0,2009-Q1,2009q1,0.0086561921900328,-4.749480354024589
ARG,Argentina,ARG,2009,2,2009.25,2009-Q2,2009q2,0.0085538065986595,-4.761378878895316
ARG,Argentina,ARG,2009,3,2009.5,2009-Q3,2009q3,0.0089298839006973,-4.718351885219979
ARG,Argentina,ARG,2009,4,2009.75,2009-Q4,2009q4,0.0090123864531562,-4.709155375268055
ARG,Argentina,ARG,2010,1,2010.0,2010-Q1,2010q1,0.0092222470869105,-4.686136552354375
ARG,Argentina,ARG,2010,2,2010.25,2010-Q2,2010q2,0.0096241454358363,-4.643480188637127
ARG,Argentina,ARG,2010,3,2010.5,2010-Q3,2010q3,0.009624963249989,-4.643395216998539
ARG,Argentina,ARG,2010,4,2010.75,2010-Q4,2010q4,0.0097650465185026,-4.628945950865292
ARG,Argentina,ARG,2011,1,2011.0,2011-Q1,2011q1,0.0098972269322827,-4.615500668929356
ARG,Argentina,ARG,2011,2,2011.25,2011-Q2,2011q2,0.0098741196895238,-4.6178381175333145
ARG,Argentina,ARG,2011,3,2011.5,2011-Q3,2011q3,0.0099113479963856,-4.614074916037406
ARG,Argentina,ARG,2011,4,2011.75,2011-Q4,2011q4,0.0099725302324105,-4.607920942611418
ARG,Argentina,ARG,2012,1,2012.0,2012-Q1,2012q1,0.009905087588664,-4.6147067559970205
ARG,Argentina,ARG,2012,2,2012.25,2012-Q2,2012q2,0.0094896207060571,-4.6575566349085475
ARG,Argentina,ARG,2012,3,2012.5,2012-Q3,2012q3,0.0096786140940008,-4.637836560051111
ARG,Argentina,ARG,2012,4,2012.75,2012-Q4,2012q4,0.0098935084903056,-4.615876444962076
ARG,Argentina,ARG,2013,1,2013.0,2013-Q1,2013q1,0.0099374929168486,-4.611440511771893
ARG,Argentina,ARG,2013,2,2013.25,2013-Q2,2013q2,0.0098571016360848,-4.619563105295405
ARG,Argentina,ARG,2013,3,2013.5,2013-Q3,2013q3,0.0099489411559784,-4.610289149958854
ARG,Argentina,ARG,2013,4,2013.75,2013-Q4,2013q4,0.0097971002667476,-4.625668828238238
ARG,Argentina,ARG,2014,1,2014.0,2014-Q1,2014q1,0.0096111480773533,-4.64483159618931
ARG,Argentina,ARG,2014,2,2014.25,2014-Q2,2014q2,0.0095819985603532,-4.647869090766136
ARG,Argentina,ARG,2014,3,2014.5,2014-Q3,2014q3,0.0095392031011205,-4.652345329388271
ARG,Argentina,ARG,2014,4,2014.75,2014-Q4,2014q4,0.0094474908687305,-4.662006089268697
ARG,Argentina,ARG,2015,1,2015.0,2015-Q1,2015q1,0.0095843828606839,-4.647620290505865
ARG,Argentina,ARG,2015,2,2015.25,2015-Q2,2015q2,0.009796730161466,-4.625706605974756
ARG,Argentina,ARG,2015,3,2015.5,2015-Q3,2015q3,0.0097237874586476,-4.633180080166602
ARG,Argentina,ARG,2015,4,2015.75,2015-Q4,2015q4,0.0095457769298531,-4.651656428589641
ARG,Argentina,ARG,2016,1,2016.0,2016-Q1,2016q1,0.0094360803090403,-4.663214606553013
ARG,Argentina,ARG,2016,2,2016.25,2016-Q2,2016q2,0.0092434700056604,-4.683837922088555
ARG,Argentina,ARG,2016,3,2016.5,2016-Q3,2016q3,0.0092349144650464,-4.684763927415364
ARG,Argentina,ARG,2016,4,2016.75,2016-Q4,2016q4,0.0093593369114745,-4.671380833793291
ARG,Argentina,ARG,2017,1,2017.0,2017-Q1,2017q1,0.0094267437927281,-4.664204544965659
ARG,Argentina,ARG,2017,2,2017.25,2017-Q2,2017q2,0.0094565629866297,-4.661046282587541
ARG,Argentina,ARG,2017,3,2017.5,2017-Q3,2017q3,0.0094234334709836,-4.664555769437686
ARG,Argentina,ARG,2017,4,2017.75,2017-Q4,2017q4,0.0094005453277173,-4.666987577801955
ARG,Argentina,ARG,2018,1,2018.0,2018-Q1,2018q1,0.009346991323543,-4.672700771043274
ARG,Argentina,ARG,2018,2,2018.25,2018-Q2,2018q2,0.0090149292068606,-4.7088732751740405
ARG,Argentina,ARG,2018,3,2018.5,2018-Q3,2018q3,0.0089412787124232,-4.7170766673153866
ARG,Argentina,ARG,2018,4,2018.75,2018-Q4,2018q4,0.0088647446514748,-4.725673143990971
ARG,Argentina,ARG,2019,1,2019.0,2019-Q1,2019q1,0.0086701301239893,-4.747871479768369
ARG,Argentina,ARG,2019,2,2019.25,2019-Q2,2019q2,0.0086226785647568,-4.7533595042048455
ARG,Argentina,ARG,2019,3,2019.5,2019-Q3,2019q3,0.0087919070053472,-4.733923639126565
ARG,Argentina,ARG,2019,4,2019.75,2019-Q4,2019q4,0.0084907853693967,-4.768773777707933
ARG,Argentina,ARG,2020,1,2020.0,2020-Q1,2020q1,0.0081452965988021,-4.81031462275969
ARG,Argentina,ARG,2020,2,2020.25,2020-Q2,2020q2,0.0087969988410077,-4.733344656460193
ARG,Argentina,ARG,2020,3,2020.5,2020-Q3,2020q3,0.0088275064681577,-4.729882697433856
ARG,Argentina,ARG,2020,4,2020.75,2020-Q4,2020q4,0.0086091069535865,-4.754934687921241
ARG,Argentina,ARG,2021,1,2021.0,2021-Q1,2021q1,0.0084427816634822,-4.774443443692849
ARG,Argentina,ARG,2021,2,2021.25,2021-Q2,2021q2,0.008466799707446,-4.771602680271338
ARG,Argentina,ARG,2021,3,2021.5,2021-Q3,2021q3,0.0084229835799614,-4.776791169079589
ARG,Argentina,ARG,2021,4,2021.75,2021-Q4,2021q4,0.0085108906973833,-4.766408677081435
ARG,Argentina,ARG,2022,1,2022.0,2022-Q1,2022q1,0.0086189047002083,-4.753797267321001
ARG,Argentina,ARG,2022,2,2022.25,2022-Q2,2022q2,0.0085214055365718,-4.765173982665618
ARG,Argentina,ARG,2022,3,2022.5,2022-Q3,2022q3,0.0085851557205628,-4.757720646117784
ARG,Argentina,ARG,2022,4,2022.75,2022-Q4,2022q4,0.0083779770521572,-4.782148795520821
ARG,Argentina,ARG,2023,1,2023.0,2023-Q1,2023q1,0.00823764570151,-4.799040691721467
ARG,Argentina,ARG,2023,2,2023.25,2023-Q2,2023q2,0.0080938758806992,-4.816647567375569
ARG,Argentina,ARG,2023,3,2023.5,2023-Q3,2023q3,0.0081567582464505,-4.8089084626595335
ARG,Argentina,ARG,2023,4,2023.75,2023-Q4,2023q4,0.0079395842891854,-4.835894361619512
ARG,Argentina,ARG,2024,1,2024.0,2024-Q1,2024q1,0.0079102227219385,-4.839599340590316
ARG,Argentina,ARG,2024,2,2024.25,2024-Q2,2024q2,0.0077583085013761,-4.858990945174159
ARG,Argentina,ARG,2024,3,2024.5,2024-Q3,2024q3,0.0080845391895147,-4.817801783308406
ARG,Argentina,ARG,2024,4,2024.75,2024-Q4,2024q4,0.0081363329105528,-4.811415702863467
ARG,Argentina,ARG,2025,1,2025.0,2025-Q1,2025q1,0.0082894031364064,-4.792777310447856
ARG,Argentina,ARG,2025,2,2025.25,2025-Q2,2025q2,0.0082766028777423,-4.7943226752389325
ARG,Argentina,ARG,2025,3,2025.5,2025-Q3,2025q3,0.0082079478983377,-4.802652338242279
AUS,Australia,AUS,1978,2,1978.25,1978-Q2,1978q2,0.0169234343513135,-4.0790559695549184
AUS,Australia,AUS,1978,3,1978.5,1978-Q3,1978q3,0.0172395871495543,-4.06054696127496
AUS,Australia,AUS,1978,4,1978.75,1978-Q4,1978q4,0.0173174044743635,-4.056043244215917
AUS,Australia,AUS,1979,1,1979.0,1979-Q1,1979q1,0.0177305728954034,-4.032464847212555
AUS,Australia,AUS,1979,2,1979.25,1979-Q2,1979q2,0.0173791638477311,-4.052483270329195
AUS,Australia,AUS,1979,3,1979.5,1979-Q3,1979q3,0.0174708973335109,-4.047218791901641
AUS,Australia,AUS,1979,4,1979.75,1979-Q4,1979q4,0.0176193470948674,-4.038757713935484
AUS,Australia,AUS,1980,1,1980.0,1980-Q1,1980q1,0.0175616312605328,-4.042038798704073
AUS,Australia,AUS,1980,2,1980.25,1980-Q2,1980q2,0.0175154680446596,-4.0446709001856105
AUS,Australia,AUS,1980,3,1980.5,1980-Q3,1980q3,0.0174520554692215,-4.048297845338162
AUS,Australia,AUS,1980,4,1980.75,1980-Q4,1980q4,0.0176953610864702,-4.034452759262921
AUS,Australia,AUS,1981,1,1981.0,1981-Q1,1981q1,0.0176487588099787,-4.037089820456376
AUS,Australia,AUS,1981,2,1981.25,1981-Q2,1981q2,0.017797872112473,-4.0286763730731705
AUS,Australia,AUS,1981,3,1981.5,1981-Q3,1981q3,0.0181159141702775,-4.010964491084914
AUS,Australia,AUS,1981,4,1981.75,1981-Q4,1981q4,0.0180495393117591,-4.014635117423194
AUS,Australia,AUS,1982,1,1982.0,1982-Q1,1982q1,0.0178254561215176,-4.027127724144224
AUS,Australia,AUS,1982,2,1982.25,1982-Q2,1982q2,0.0180668771903152,-4.013675006672065
AUS,Australia,AUS,1982,3,1982.5,1982-Q3,1982q3,0.0180072709955725,-4.016979658450994
AUS,Australia,AUS,1982,4,1982.75,1982-Q4,1982q4,0.0178691394572336,-4.024680106693122
AUS,Australia,AUS,1983,1,1983.0,1983-Q1,1983q1,0.0179018273708145,-4.022852483591028
AUS,Australia,AUS,1983,2,1983.25,1983-Q2,1983q2,0.0179158510818071,-4.022069422694005
AUS,Australia,AUS,1983,3,1983.5,1983-Q3,1983q3,0.0183316448819859,-3.9991264840052207
AUS,Australia,AUS,1983,4,1983.75,1983-Q4,1983q4,0.0184483135506567,-3.9927823191418983
AUS,Australia,AUS,1984,1,1984.0,1984-Q1,1984q1,0.0187484123883698,-3.9766462027709233
AUS,Australia,AUS,1984,2,1984.25,1984-Q2,1984q2,0.0187441789205584,-3.976872032337864
AUS,Australia,AUS,1984,3,1984.5,1984-Q3,1984q3,0.0188110199381294,-3.9733124139531824
AUS,Australia,AUS,1984,4,1984.75,1984-Q4,1984q4,0.0188304821801991,-3.9722783296202664
AUS,Australia,AUS,1985,1,1985.0,1985-Q1,1985q1,0.0189585644097128,-3.9654995018092216
AUS,Australia,AUS,1985,2,1985.25,1985-Q2,1985q2,0.0193219106560943,-3.946515559844601
AUS,Australia,AUS,1985,3,1985.5,1985-Q3,1985q3,0.0192694116583626,-3.949236328502881
AUS,Australia,AUS,1985,4,1985.75,1985-Q4,1985q4,0.0189635215023623,-3.9652380661545887
AUS,Australia,AUS,1986,1,1986.0,1986-Q1,1986q1,0.0188743831288785,-3.969949666294836
AUS,Australia,AUS,1986,2,1986.25,1986-Q2,1986q2,0.0186141380928591,-3.983833874482889
AUS,Australia,AUS,1986,3,1986.5,1986-Q3,1986q3,0.0186583513099147,-3.981461441704631
AUS,Australia,AUS,1986,4,1986.75,1986-Q4,1986q4,0.0188554135804605,-3.970955213722643
AUS,Australia,AUS,1987,1,1987.0,1987-Q1,1987q1,0.0189456805111466,-3.9661793148005784
AUS,Australia,AUS,1987,2,1987.25,1987-Q2,1987q2,0.0191471959993736,-3.955598997085589
AUS,Australia,AUS,1987,3,1987.5,1987-Q3,1987q3,0.0193425739990224,-3.945446705826261
AUS,Australia,AUS,1987,4,1987.75,1987-Q4,1987q4,0.0196218726293952,-3.9311103844761943
AUS,Australia,AUS,1988,1,1988.0,1988-Q1,1988q1,0.0193716295828911,-3.9439456758870746
AUS,Australia,AUS,1988,2,1988.25,1988-Q2,1988q2,0.0192927903523288,-3.9480238097352025
AUS,Australia,AUS,1988,3,1988.5,1988-Q3,1988q3,0.0192913792183642,-3.9480969554828462
AUS,Australia,AUS,1988,4,1988.75,1988-Q4,1988q4,0.0193886386291775,-3.94306802213684
AUS,Australia,AUS,1989,1,1989.0,1989-Q1,1989q1,0.0193255374693261,-3.946327872769859
AUS,Australia,AUS,1989,2,1989.25,1989-Q2,1989q2,0.0195031418239887,-3.937179707211829
AUS,Australia,AUS,1989,3,1989.5,1989-Q3,1989q3,0.0194680084316173,-3.938982753909662
AUS,Australia,AUS,1989,4,1989.75,1989-Q4,1989q4,0.0192596403636453,-3.949743545494423
AUS,Australia,AUS,1990,1,1990.0,1990-Q1,1990q1,0.0193564528676383,-3.944729433567258
AUS,Australia,AUS,1990,2,1990.25,1990-Q2,1990q2,0.019291528294647,-3.948089227901261
AUS,Australia,AUS,1990,3,1990.5,1990-Q3,1990q3,0.0192170418690114,-3.951957796285644
AUS,Australia,AUS,1990,4,1990.75,1990-Q4,1990q4,0.0194480558676226,-3.940008169305709
AUS,Australia,AUS,1991,1,1991.0,1991-Q1,1991q1,0.0194108820498758,-3.9419214397695397
AUS,Australia,AUS,1991,2,1991.25,1991-Q2,1991q2,0.0194949793394556,-3.9375983163349755
AUS,Australia,AUS,1991,3,1991.5,1991-Q3,1991q3,0.0197342664471302,-3.925398740706104
AUS,Australia,AUS,1991,4,1991.75,1991-Q4,1991q4,0.0197903748009257,-3.922559580642216
AUS,Australia,AUS,1992,1,1992.0,1992-Q1,1992q1,0.0198908437077688,-3.917495768324662
AUS,Australia,AUS,1992,2,1992.25,1992-Q2,1992q2,0.02004705900294,-3.9096728191337204
AUS,Australia,AUS,1992,3,1992.5,1992-Q3,1992q3,0.0201826792348884,-3.902930506026577
AUS,Australia,AUS,1992,4,1992.75,1992-Q4,1992q4,0.0207297342579578,-3.876186171817879
AUS,Australia,AUS,1993,1,1993.0,1993-Q1,1993q1,0.0208471910722605,-3.8705360605678747
AUS,Australia,AUS,1993,2,1993.25,1993-Q2,1993q2,0.0210013268778452,-3.8631696585954853
AUS,Australia,AUS,1993,3,1993.5,1993-Q3,1993q3,0.020904876624626,-3.8677728159070726
AUS,Australia,AUS,1993,4,1993.75,1993-Q4,1993q4,0.0210534805398131,-3.86068938621253
AUS,Australia,AUS,1994,1,1994.0,1994-Q1,1994q1,0.0212700406709781,-3.8504557376430886
AUS,Australia,AUS,1994,2,1994.25,1994-Q2,1994q2,0.0213272676178975,-3.8477688551311844
AUS,Australia,AUS,1994,3,1994.5,1994-Q3,1994q3,0.0212341971389521,-3.8521423243163007
AUS,Australia,AUS,1994,4,1994.75,1994-Q4,1994q4,0.0213301456393632,-3.847633918610177
AUS,Australia,AUS,1995,1,1995.0,1995-Q1,1995q1,0.0211037300069941,-3.858305476540773
AUS,Australia,AUS,1995,2,1995.25,1995-Q2,1995q2,0.0209381681748671,-3.866181557076582
AUS,Australia,AUS,1995,3,1995.5,1995-Q3,1995q3,0.0213240746811208,-3.847918577818001
AUS,Australia,AUS,1995,4,1995.75,1995-Q4,1995q4,0.0212128002511488,-3.853150494077709
AUS,Australia,AUS,1996,1,1996.0,1996-Q1,1996q1,0.0214928755826858,-3.840033767010281
AUS,Australia,AUS,1996,2,1996.25,1996-Q2,1996q2,0.0216168488119298,-3.8342822307738813
AUS,Australia,AUS,1996,3,1996.5,1996-Q3,1996q3,0.0217229101272019,-3.8293878091344307
AUS,Australia,AUS,1996,4,1996.75,1996-Q4,1996q4,0.0219356954641899,-3.8196400391820564
AUS,Australia,AUS,1997,1,1997.0,1997-Q1,1997q1,0.0220031947717244,-3.8165676192702103
AUS,Australia,AUS,1997,2,1997.25,1997-Q2,1997q2,0.0226660170467874,-3.786888522585393
AUS,Australia,AUS,1997,3,1997.5,1997-Q3,1997q3,0.0226584815666813,-3.7872210350413957
AUS,Australia,AUS,1997,4,1997.75,1997-Q4,1997q4,0.0227982368299295,-3.7810720780326528
AUS,Australia,AUS,1998,1,1998.0,1998-Q1,1998q1,0.0228551235258766,-3.7785799624492373
AUS,Australia,AUS,1998,2,1998.25,1998-Q2,1998q2,0.0229738259049592,-3.7733997152035768
AUS,Australia,AUS,1998,3,1998.5,1998-Q3,1998q3,0.0232881385369319,-3.7598111237016525
AUS,Australia,AUS,1998,4,1998.75,1998-Q4,1998q4,0.0235616179721945,-3.7481362480153773
AUS,Australia,AUS,1999,1,1999.0,1999-Q1,1999q1,0.0236493905268127,-3.744417934912722
