iso3,country,prev_period,period,dy,pct,dlog_GDP,dlog_ner,dlog_usd,dlog_empl,dlog_local_pw,GDP,prev_gdp,NER_pa_base,prev_ner,GDP_usd_pa,prev_usd,empl,prev_empl,source,prev_source,baseyear,prev_base,empl_source,cause
DOM,Dominican Republic,2014-Q3,2014-Q4,0.745033930427704,110.65129086521085,0.05515268747857327,0.0,0.05515268747857327,-0.6898812429491237,0.745033930427698,510356.600586784,482971.193331533,0.0301460238041892,0.0301460238041892,15385.22222991427,14559.66109091006,2023.554,4033.911958221788,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.75
DOM,Dominican Republic,2012-Q3,2012-Q4,0.7436353275204217,110.35687928781934,0.04403721947047856,0.0,0.044037219470476785,-0.6995981080499405,0.7436353275204175,445314.199815546,426129.32522943,0.0301460238041892,0.0301460238041892,13424.45246798292,12846.10478202948,1912.947,3850.65434249981,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.70; local real GDP/worker jump dlog=0.74
DOM,Dominican Republic,2011-Q3,2011-Q4,0.7390124327673471,109.38666589935914,0.044919285255357266,0.0,0.04491928525535549,-0.6940931475119978,0.7390124327673553,434082.421646794,415015.19849627,0.0301460238041892,0.0301460238041892,13085.85901594434,12511.05805296886,1886.593,3776.75699801671,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.74
DOM,Dominican Republic,2013-Q3,2013-Q4,0.737290319153419,109.02638857971611,0.04971294037839691,0.0,0.04971294037839513,-0.6875773787750221,0.7372903191534188,475881.007277324,452801.979193651,0.0301460238041892,0.0301460238041892,14345.92017334374,13650.17924335579,1947.172,3872.713570359992,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.74
DOM,Dominican Republic,2004-Q3,2004-Q4,0.7351006999245913,108.56920109586534,0.044720134347890905,0.0,0.044720134347890905,-0.690380565576687,0.735100699924579,293490.759319988,280654.961544929,0.0301460238041892,0.0301460238041892,8847.579416769922,8460.631151497235,1598.148,3187.465300800463,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.74
DOM,Dominican Republic,2011-Q2,2011-Q3,-0.7314129352469685,-51.87714352960222,-0.030274969078547542,0.0,-0.030274969078547542,0.7011379661684272,-0.7314129352469749,415015.19849627,427771.900825493,0.0301460238041892,0.0301460238041892,12511.05805296886,12895.62190504857,3776.75699801671,1873.349,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.70; local real GDP/worker jump dlog=-0.73
DOM,Dominican Republic,2006-Q3,2006-Q4,0.729913449391633,107.49010159571162,0.04106363453885287,0.0,0.04106363453885287,-0.6888498148527686,0.7299134493916202,349742.299932609,335671.48647037,0.0301460238041892,0.0301460238041892,10543.33969910031,10119.16062152335,1700.945,3387.302201576581,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.73
DOM,Dominican Republic,2010-Q2,2010-Q3,-0.7270677810556991,-51.66758735086783,-0.024454769552699318,0.0,-0.024454769552699318,0.7026130115030114,-0.72706778105571,403636.645048398,413629.170655903,0.0301460238041892,0.0301460238041892,12168.03990987207,12469.27482469989,3643.647425425666,1804.66,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.70; local real GDP/worker jump dlog=-0.73
DOM,Dominican Republic,2007-Q3,2007-Q4,0.7264463363178528,106.77195561783854,0.03460219330980152,0.0,0.0346021933098033,-0.6918441430080664,0.726446336317869,377457.7125429731,364620.231160243,0.0301460238041892,0.0301460238041892,11378.84918739527,10991.85016804565,1737.604,3470.682622484135,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.73
DOM,Dominican Republic,2013-Q1,2013-Q2,0.7252876660671284,106.53251384799565,0.03218268919622602,0.0,0.03218268919622602,-0.6931049768708988,0.7252876660671246,457360.700454037,442875.93273489,0.0301460238041892,0.0301460238041892,13787.60656298804,13350.94841052849,1921.98,3843.797774130743,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.73
DOM,Dominican Republic,2010-Q4,2011-Q1,-0.7251804053283175,-51.576279789655246,-0.011861157890225016,0.0,-0.01186115789022324,0.7133192474380969,-0.7251804053283233,420896.797509064,425918.84565484,0.0301460238041892,0.0301460238041892,12688.36487681525,12839.75965976359,3716.216743986603,1821.002,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.71; local real GDP/worker jump dlog=-0.73
DOM,Dominican Republic,2009-Q1,2009-Q2,0.7245567224231051,106.38160537922627,0.028044442955858173,0.0,0.028044442955858173,-0.6965122794672505,0.7245567224231089,380708.303839286,370179.873544586,0.0301460238041892,0.0301460238041892,11476.84158999161,11159.45127970684,1735.143,3481.983526254589,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.70; local real GDP/worker jump dlog=0.72
DOM,Dominican Republic,2006-Q2,2006-Q3,-0.7201593950566352,-51.332532376035815,-0.012800114749580871,0.0,-0.012800114749580871,0.7073592803070392,-0.7201593950566192,335671.48647037,339995.736421822,0.0301460238041892,0.0301460238041892,10119.16062152335,10249.51956349508,3387.302201576581,1669.751,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.71; local real GDP/worker jump dlog=-0.72
DOM,Dominican Republic,2012-Q2,2012-Q3,-0.7196931361118608,-51.3098354430238,-0.027732493061813912,0.0,-0.027732493061813912,0.6919606430500567,-0.7196931361118692,426129.32522943,438112.345302237,0.0301460238041892,0.0301460238041892,12846.10478202948,13207.3451903904,3850.65434249981,1927.613,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.69; local real GDP/worker jump dlog=-0.72
DOM,Dominican Republic,2003-Q3,2003-Q4,0.7192868228066853,105.29685580733523,0.028415485916124084,0.0,0.028415485916124084,-0.6908713368905541,0.7192868228066789,279182.879508894,271361.41397323,0.0301460238041892,0.0301460238041892,8416.253731397203,8180.467645175431,1549.588,3092.130779870761,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.72
DOM,Dominican Republic,2014-Q4,2015-Q1,-0.7173572761628444,-51.1959691015844,-0.013959162540640335,0.0,-0.013959162540640335,0.703398113622189,-0.71735727616283,503281.942873203,510356.600586784,0.0301460238041892,0.0301460238041892,15171.94943007417,15385.22222991427,4088.808,2023.554,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,employment jump dlog=0.70; local real GDP/worker jump dlog=-0.72
DOM,Dominican Republic,2005-Q3,2005-Q4,0.7152343078553782,104.4665707373552,0.02718604386551604,0.0,0.02718604386551604,-0.6880482639898471,0.715234307855364,320877.790438766,312271.902802611,0.0301460238041892,0.0301460238041892,9673.189508802674,9413.756215266969,1631.117,3245.642476346139,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.72
DOM,Dominican Republic,2014-Q2,2014-Q3,-0.7151526213558306,-51.088254366987826,-0.009568218280669782,0.0,-0.009568218280668006,0.7055844030751643,-0.7151526213558326,482971.193331533,487614.546013444,0.0301460238041892,0.0301460238041892,14559.66109091006,14699.63971139019,4033.911958221788,1992.026,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.71; local real GDP/worker jump dlog=-0.72
DOM,Dominican Republic,2008-Q3,2008-Q4,0.7150829188033683,104.43561907997365,0.01875718971461815,0.0,0.018757189714619926,-0.6963257290887368,0.7150829188033552,371439.746779838,364537.516570382,0.0301460238041892,0.0301460238041892,11197.43144824701,10989.35665205075,1777.491,3566.299660143291,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.70; local real GDP/worker jump dlog=0.72
DOM,Dominican Republic,2009-Q2,2009-Q3,-0.7138620105341982,-51.025087585671116,-0.019982943356918526,0.0,-0.019982943356918526,0.6938790671772841,-0.7138620105342024,373176.139418066,380708.303839286,0.0301460238041892,0.0301460238041892,11249.77678205245,11476.84158999161,3472.826785551792,1735.143,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.69; local real GDP/worker jump dlog=-0.71
DOM,Dominican Republic,2004-Q2,2004-Q3,-0.7132136525015857,-50.99332401183938,-0.01079266284141056,0.0,-0.01079266284141056,0.7024209896601583,-0.7132136525015706,280654.961544929,283700.380448162,0.0301460238041892,0.0301460238041892,8460.631151497235,8552.438422247822,3187.465300800463,1579.021,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.70; local real GDP/worker jump dlog=-0.71
DOM,Dominican Republic,2006-Q1,2006-Q2,0.7120409733040249,103.81468197583908,0.022839117292020816,0.0,0.022839117292020816,-0.6892018560119935,0.7120409733040156,339995.736421822,332318.537853685,0.0301460238041892,0.0301460238041892,10249.51956349508,10018.08255271054,1669.751,3326.352537287071,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.71
DOM,Dominican Republic,2003-Q2,2003-Q3,-0.711762095512487,-50.922136374839724,-0.018107440309918843,0.0,-0.018107440309918843,0.6936546552025584,-0.7117620955124779,271361.41397323,276319.831221849,0.0301460238041892,0.0301460238041892,8180.467645175431,8329.944209583402,3092.130779870761,1545.281,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.69; local real GDP/worker jump dlog=-0.71
DOM,Dominican Republic,2005-Q1,2005-Q2,0.7112346308549053,103.65040378714765,0.020434538553454118,0.0,0.020434538553454118,-0.690800092301453,0.7112346308549078,308360.165078574,302122.9121293449,0.0301460238041892,0.0301460238041892,9295.8328767224,9107.804500842192,1606.937,3206.339599480631,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.71
DOM,Dominican Republic,2003-Q4,2004-Q1,-0.7110423088156379,-50.88679806499561,-0.0019593234136934257,0.0,-0.0019593234136934257,0.7090829854019667,-0.7110423088156603,278636.405490863,279182.879508894,0.0301460238041892,0.0301460238041892,8399.77971264127,8416.253731397203,3148.959480282218,1549.588,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.71; local real GDP/worker jump dlog=-0.71
DOM,Dominican Republic,2014-Q1,2014-Q2,0.7109269917467689,103.58776259448929,0.022166835675067276,0.0,0.0221668356750655,-0.6887601560716963,0.7109269917467615,487614.546013444,476924.593432317,0.0301460238041892,0.0301460238041892,14699.63971139019,14377.38014641389,1992.026,3966.612148811243,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.71
DOM,Dominican Republic,2013-Q2,2013-Q3,-0.710616998214185,-50.865905256889896,-0.010017460580145965,0.0,-0.010017460580145965,0.7005995376340426,-0.7106169982141883,452801.979193651,457360.700454037,0.0301460238041892,0.0301460238041892,13650.17924335579,13787.60656298804,3872.713570359992,1921.98,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.70; local real GDP/worker jump dlog=-0.71
DOM,Dominican Republic,2013-Q4,2014-Q1,-0.7093437487565479,-50.8033054532808,0.0021905550754990344,0.0,0.0021905550755008107,0.7115343038320416,-0.7093437487565415,476924.593432317,475881.007277324,0.0301460238041892,0.0301460238041892,14377.38014641389,14345.92017334374,3966.612148811243,1947.172,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.71; local real GDP/worker jump dlog=-0.71
DOM,Dominican Republic,2008-Q1,2008-Q2,0.7091953203307755,103.23552055711409,0.02002802194382447,0.0,0.020028021943822694,-0.6891672983869421,0.7091953203307659,388475.093699706,380772.101333238,0.0301460238041892,0.0301460238041892,11710.97942200597,11478.76483076294,1776.888,3539.660497900164,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.71
DOM,Dominican Republic,2010-Q1,2010-Q2,0.7090394966561657,103.20385411874415,0.02603394128503922,0.0,0.02603394128503922,-0.6830055553711158,0.7090394966561557,413629.170655903,402999.736494752,0.0301460238041892,0.0301460238041892,12469.27482469989,12148.83964945277,1804.66,3572.900617389175,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.68; local real GDP/worker jump dlog=0.71
DOM,Dominican Republic,2004-Q1,2004-Q2,0.7082779968598016,103.04917332738258,0.018010957052847942,0.0,0.018010957052847942,-0.6902670398069652,0.7082779968598132,283700.380448162,278636.405490863,0.0301460238041892,0.0301460238041892,8552.438422247822,8399.77971264127,1579.021,3148.959480282218,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.71
DOM,Dominican Republic,2007-Q1,2007-Q2,0.7044251584826018,102.26836281416949,0.01664325414965795,0.0,0.01664325414965795,-0.6877819043329279,0.7044251584825842,361149.76961542,355188.804737605,0.0301460238041892,0.0301460238041892,10887.2295517039,10707.53016260135,1721.97,3425.511791012987,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.69; local real GDP/worker jump dlog=0.70
DOM,Dominican Republic,2011-Q4,2012-Q1,-0.7040327606612111,-50.54132732865496,0.0006047331839322823,0.0,0.0006047331839340586,0.7046374938451301,-0.704032760661198,434345.0050801811,434082.421646794,0.0301460238041892,0.0301460238041892,13093.77486237782,13085.85901594434,3816.791127758114,1886.593,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.70; local real GDP/worker jump dlog=-0.70
DOM,Dominican Republic,2012-Q4,2013-Q1,-0.7033063273837881,-50.5053858500068,-0.005490430745378916,0.0,-0.005490430745378916,0.6978158966383923,-0.7033063273837714,442875.93273489,445314.199815546,0.0301460238041892,0.0301460238041892,13350.94841052849,13424.45246798292,3843.797774130743,1912.947,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.70; local real GDP/worker jump dlog=-0.70
DOM,Dominican Republic,2007-Q4,2008-Q1,-0.7027811709509049,-50.479386608755995,0.008742494267066192,0.0,0.008742494267067968,0.7115236652179595,-0.7027811709508931,380772.101333238,377457.7125429731,0.0301460238041892,0.0301460238041892,11478.76483076294,11378.84918739527,3539.660497900164,1737.604,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.71; local real GDP/worker jump dlog=-0.70
DOM,Dominican Republic,2011-Q1,2011-Q2,0.7011808527365222,101.61320574202387,0.016202444447761977,0.0,0.0162024444477602,-0.6849784082887593,0.7011808527365211,427771.900825493,420896.797509064,0.0301460238041892,0.0301460238041892,12895.62190504857,12688.36487681525,1873.349,3716.216743986603,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.68; local real GDP/worker jump dlog=0.70
DOM,Dominican Republic,2009-Q4,2010-Q1,-0.6966260124377985,-50.17363938765493,0.01903319055801056,0.0,0.01903319055801056,0.7156592029957958,-0.6966260124377861,402999.736494752,395401.900610428,0.0301460238041892,0.0301460238041892,12148.83964945277,11919.79510802361,3572.900617389175,1746.683,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.72; local real GDP/worker jump dlog=-0.70
DOM,Dominican Republic,2012-Q1,2012-Q2,0.6917638135231288,99.72351787485788,0.008636212728802661,0.0,0.008636212728804438,-0.6831276007943172,0.6917638135231208,438112.345302237,434345.0050801811,0.0301460238041892,0.0301460238041892,13207.3451903904,13093.77486237782,1927.613,3816.791127758114,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,observed quarterly,empl_source interpolated from annual -> observed quarterly; employment jump dlog=-0.68; local real GDP/worker jump dlog=0.69
DOM,Dominican Republic,2007-Q2,2007-Q3,-0.6913187087640775,-49.90849277651272,0.009563602773598134,0.0,0.009563602773596358,0.7008823115376845,-0.6913187087640866,364620.231160243,361149.76961542,0.0301460238041892,0.0301460238041892,10991.85016804565,10887.2295517039,3470.682622484135,1721.97,IMF_IFS_realGDP_nsa_baseyear,IMF_IFS_realGDP_nsa_baseyear,2007,2007.0,interpolated from annual,empl_source observed quarterly -> interpolated from annual; employment jump dlog=0.70; local real GDP/worker jump dlog=-0.69
