country,iso3,numeric_code,year,quarter,t,GDP,GDP_usd_pa,GDP_usd_eop,empl,empl_source,realGDP_empl,realGDP_usd_pa_empl,realGDP_usd_eop_empl,baseyear,baseyear_str,er_iso3,NER_pa_base,NER_eop_base,source,empl_q,empl_interp,empl_annual
Albania,ALB,008,2013,2,2013q2,350362.146646,3370.919598274589,3368.866794673076,1024.576,observed quarterly,.3419581823564089,.003290063009747,.0032880594457347,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1024.576,1024.141863439388,1024.141
Albania,ALB,008,2013,3,2013q3,316091.490285,3041.193261457297,3039.341252740384,995.754,observed quarterly,.3174393377129291,.00305416123004,.0030523013241628,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,995.754,1010.609054562989,1024.141
Albania,ALB,008,2013,4,2013q4,340438.034394,3275.437295731374,3273.442638403846,983.968,observed quarterly,.3459848637293083,.0033288046925625,.0033267775358587,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,983.968,1010.607327684213,1024.141
Albania,ALB,008,2014,1,2014q1,299961.103134,2885.998875603732,2884.241376288461,932.008,observed quarterly,.3218439145736946,.0030965387374397,.0030946530247471,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,932.008,1016.957906138319,1024.134
Albania,ALB,008,2014,2,2014q2,351983.119844,3386.515376453608,3384.453075423076,1036.172,observed quarterly,.3396956488343634,.0032682946233382,.003266304315715,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1036.172,1016.956168405001,1024.134
Albania,ALB,008,2014,3,2014q3,331947.612668,3193.748879137936,3191.803967961538,1070.287,observed quarterly,.3101482244183102,.0029840116521437,.0029821944655607,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1070.287,1024.133131133341,1024.134
Albania,ALB,008,2014,4,2014q4,341350.333653,3284.214749235111,3282.214746663461,1058.07,observed quarterly,.3226160212963226,.0031039673643853,.0031020771278493,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1058.07,1038.488794323339,1024.134
Albania,ALB,008,2015,1,2015q1,305419.47089,2938.515162021743,2936.725681634615,1060.661,observed quarterly,.2879520137819718,.0027704565002595,.0027687693632882,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1060.661,1058.910853394984,1081.962
Albania,ALB,008,2015,2,2015q2,359283.743426,3456.756455142554,3454.651379096154,1075.775,observed quarterly,.3339766618726035,.0032132708560271,.0032113140564673,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1075.775,1073.349232636183,1081.962
Albania,ALB,008,2015,3,2015q3,341347.891936,3284.191256880792,3282.191268615385,1089.653,observed quarterly,.313262930433817,.0030139789977918,.0030121435618636,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1089.653,1089.1811896206,1081.962
Albania,ALB,008,2015,4,2015q4,348596.218589,3353.929174070747,3351.886717201923,1101.759,observed quarterly,.3163997013766168,.0030441586354827,.003042304820929,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1101.759,1106.406724348233,1081.962
Albania,ALB,008,2016,1,2016q1,316703.853974,3047.084961745934,3045.229365134615,1114.563,observed quarterly,.2841506976043526,.0027338831109107,.0027322182461957,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1114.563,1128.539076562194,1150.953
Albania,ALB,008,2016,2,2016q2,370718.443635,3566.77249255957,3564.600419567307,1148.497,observed quarterly,.3227857309466198,.00310560018229,.0031037089514098,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1148.497,1145.839833903214,1150.953
Albania,ALB,008,2016,3,2016q3,349368.196293,3361.35655969661,3359.309579740384,1182.211,observed quarterly,.295521016377787,.002843279718846,.0028415482344018,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1182.211,1159.60337867051,1150.953
Albania,ALB,008,2016,4,2016q4,362762.776573,3490.229080911452,3488.103620894231,1158.541,observed quarterly,.3131203613622651,.0030126073060094,.0030107727054064,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1158.541,1169.829710864082,1150.953
Albania,ALB,008,2017,1,2017q1,330280.202016,3177.706314896891,3175.771173230769,1159.465,observed quarterly,.284855689491274,.0027406660096656,.0027389970143392,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1159.465,1176.879459834037,1191.733
Albania,ALB,008,2017,2,2017q2,386201.614493,3715.739852727621,3713.477062432692,1188.86,observed quarterly,.3248503730405599,.0031254646070417,.0031235612792362,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1188.86,1187.078263847506,1191.733
Albania,ALB,008,2017,3,2017q3,361321.742573,3476.364541608672,3474.247524740385,1204.983,observed quarterly,.2998562988631375,.0028849905281723,.0028832336429148,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1204.983,1196.832402006735,1191.733
Albania,ALB,008,2017,4,2017q4,374963.497947,3607.615194640967,3605.418249490384,1213.624,observed quarterly,.3089618349233371,.0029725971096822,.0029707868742629,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1213.624,1206.141874311722,1191.733
Albania,ALB,008,2018,1,2018q1,343699.872638,3306.820236406786,3304.806467673076,1219.856,observed quarterly,.2817544633448538,.0027108283571231,.0027091775321621,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1219.856,1215.184758382303,1228.957
Albania,ALB,008,2018,2,2018q2,402555.55962,3873.085144350726,3870.726534807692,1227.648,observed quarterly,.3279079667950422,.0031548824617079,.0031529612191831,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1227.648,1224.492188815526,1228.957
Albania,ALB,008,2018,3,2018q3,377959.003834,3636.435686802859,3634.221190711538,1232.265,observed quarterly,.3067189312639732,.0029510175869662,.0029492204929228,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1232.265,1233.610715216612,1228.957
Albania,ALB,008,2018,4,2018q4,386944.349905,3722.885891135627,3720.618749086538,1236.061,observed quarterly,.3130463220706745,.0030118949559412,.0030100607891411,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1236.061,1242.540337585559,1228.957
Albania,ALB,008,2019,1,2019q1,351050.442933,3377.541864593822,3375.485028201922,1241.714,observed quarterly,.2827144116382677,.0027200642535993,.0027184078042141,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1241.714,1258.595681106778,1264.67
Albania,ALB,008,2019,2,2019q2,410431.116478,3948.857796202815,3946.453043057692,1270.096,observed quarterly,.3231496804005367,.0031091018286829,.0031072084653898,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1270.096,1267.576147683763,1264.67
Albania,ALB,008,2019,3,2019q3,394403.5198,3794.652382540649,3792.341536538461,1273.661,observed quarterly,.3096612990426809,.0029793268244381,.002977512490795,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1273.661,1269.160233288492,1264.67
Albania,ALB,008,2019,4,2019q4,386822.350069,3721.712100981366,3719.445673740384,1273.208,observed quarterly,.3038170904274871,.002923098269082,.0029213181771874,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1273.208,1263.347937920967,1264.67
Albania,ALB,008,2020,1,2020q1,343200.708824,3302.017659703023,3300.006815615384,1254.887,observed quarterly,.2734913253735197,.0026313266929238,.0026297242824377,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1254.887,1246.52087650283,1241.556
Albania,ALB,008,2020,2,2020q2,364386.348615,3505.849863201949,3503.714890528846,1222.724,observed quarterly,.298011937783997,.0028672454807479,.0028654994017692,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1222.724,1240.759491082923,1241.556
Albania,ALB,008,2020,3,2020q3,383014.989768,3685.080559648503,3682.836440076923,1258.895,observed quarterly,.3042469703732242,.0029272342488043,.0029254516382041,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1258.895,1238.675307290046,1241.556
Albania,ALB,008,2020,4,2020q4,401163.917124,3859.69581274494,3857.345356961538,1229.72,observed quarterly,.3262237884428976,.0031386785713373,.0031367671965663,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1229.72,1240.2683251242,1241.556
Albania,ALB,008,2021,1,2021q1,361499.269252,3478.072569051666,3475.954512038461,1222.555,observed quarterly,.295691620624021,.0028449211438763,.0028431886598464,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1222.555,1240.139316999558,1247.947
Albania,ALB,008,2021,2,2021q2,431958.630262,4155.979252705172,4153.448367903846,1237.667,observed quarterly,.3490103802250525,.0033579139241049,.0033558690406255,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1237.667,1241.730125876908,1247.947
Albania,ALB,008,2021,3,2021q3,409396.112984,3938.899775350373,3936.501086384615,1267.595,observed quarterly,.3229707540531479,.0031073803346892,.0031054880197418,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1267.595,1248.742404438674,1247.947
Albania,ALB,008,2021,4,2021q4,421806.337746,4058.30157223309,4055.830170634615,1263.97,observed quarterly,.3337154661471395,.0032107578282974,.0032088025591071,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1263.97,1261.176152684859,1247.947
Albania,ALB,008,2022,1,2022q1,387596.420741,3729.159623562425,3726.888660971153,1266.451,observed quarterly,.3060492831866373,.0029445747396168,.0029427815691023,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1266.451,1303.601639981273,1297.899
Albania,ALB,008,2022,2,2022q2,445837.204822,4289.508400840255,4286.896200211538,1288.518,observed quarterly,.346007742865835,.0033290248183108,.0033269975275561,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1288.518,1316.328185678657,1297.899
Albania,ALB,008,2022,3,2022q3,429602.584914,4133.311166229434,4130.794085711538,1321.544,observed quarterly,.3250762630029723,.0031276379494209,.0031257332981055,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1321.544,1304.262272848692,1297.899
Albania,ALB,008,2022,4,2022q4,440524.498228,4238.39355596036,4235.812482961538,1315.32,observed quarterly,.3349181174375818,.0032223288294562,.0032203665138229,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1315.32,1267.403901491377,1297.899
Albania,ALB,008,2023,1,2023q1,398499.608932,3834.061854321541,3831.727008961538,1148.593,observed quarterly,.3469458798129538,.0033380508625088,.0033360180751246,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1148.593,1185.987846064664,1153.229
Albania,ALB,008,2023,2,2023q2,460490.087061,4430.487351858503,4427.789298663461,1160.037,observed quarterly,.3969615512789678,.0038192638268077,.003816937993067,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1160.037,1150.464105264313,1153.229
Albania,ALB,008,2023,3,2023q3,446067.365747,4291.722835191301,4289.109286028845,1164.287,observed quarterly,.3831249217306386,.0036861382418521,.0036838934781792,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1164.287,1135.467129599824,1153.229
Albania,ALB,008,2023,4,2023q4,457294.271768,4399.739634084858,4397.060305461538,1139.998,observed quarterly,.4011360298597015,.0038594275025788,.0038570772101894,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1139.998,1140.9969190712,1153.229
Albania,ALB,008,2024,1,2024q1,412948.377159,3973.076974686507,3970.657472682692,1174.096,observed quarterly,.3517160242084123,.0033839455842508,.0033818848481578,2010,2010,ALB,.0096212437061031,.0096153846153846,IMF_IFS_realGDP_nsa_baseyear,1174.096,1167.304,1175.749
Argentina,ARG,032,1960,2,2004q1,115092.4,39370.70015366296,38895.70800946265,9063.321,observed quarterly,.0126987006197839,.0043439595876239,.0042915514091868,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9063.321,9153.16275,9254.724
Argentina,ARG,032,1960,2,2004q2,128598.9,43990.99099498219,43460.25684352821,9164.574000000001,observed quarterly,.0140321743269245,.004800113021618,.0047422015298832,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9164.574000000001,9220.87025,9254.724
Argentina,ARG,032,1960,2,2004q3,120288,41148.00612450353,40651.57147685028,9340.741,observed quarterly,.0128777791826152,.0044052186142945,.0043520713695894,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9340.741,9288.57775,9254.724
Argentina,ARG,032,1960,2,2004q4,121135.9,41438.05496057169,40938.12098681986,9450.262000000001,observed quarterly,.0128182583720959,.0043848577913048,.0043319561919892,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9450.262000000001,9356.285249999999,9254.724
Argentina,ARG,032,1960,2,2005q1,123400.6,42212.76141067614,41703.48090571138,9276.218999999999,observed quarterly,.0133028985193213,.0045506430379313,.0044957413042654,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9276.218999999999,9407.985167071653,9525.554
Argentina,ARG,032,1960,2,2005q2,145417.1,49744.14506357694,49144.00135180804,9419.949000000001,observed quarterly,.015437143024872,.0052807233949544,.005217013526486,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9419.949000000001,9475.57765919231,9525.554
Argentina,ARG,032,1960,3,2005q3,128674.4,44016.81796410961,43485.7722203447,9661.683999999999,observed quarterly,.0133180095726583,.004555812212872,.0045008481151262,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9661.683999999999,9559.350246060327,9525.554
Argentina,ARG,032,1960,3,2005q4,130563.8,44663.14214251176,44124.29874957755,9744.361999999999,observed quarterly,.0133989069782096,.0045834855214237,.0045281875560019,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9744.361999999999,9659.302927675712,9525.554
Argentina,ARG,032,1960,3,2006q1,133087.1,45526.31023786591,44977.0530584657,9643.019,observed quarterly,.013801393526239,.0047211677419557,.0046642086942342,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9643.019,9803.467075104511,9926.045
Argentina,ARG,032,1960,3,2006q2,153519.1,52515.66961815202,51882.08854342683,9883.704,observed quarterly,.0155325473122222,.0053133592040142,.0052492555972363,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),9883.704,9903.872563239478,9926.045
Argentina,ARG,032,1960,3,2006q3,140744.7,48145.81485760353,47564.95437647853,10035.755,observed quarterly,.0140243260223072,.0047974282809418,.0047395491795563,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10035.755,9976.247744067485,9926.045
Argentina,ARG,032,1960,3,2006q4,143198.5,48985.20845819799,48394.22102061506,10141.702,observed quarterly,.0141197700346549,.0048300776790915,.0047718046754495,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10141.702,10020.59261758852,9926.045
Argentina,ARG,032,1960,3,2007q1,144211.7,49331.80296309746,48736.63399797228,10081.841,observed quarterly,.0143041037842196,.0048931343951068,.0048341006367758,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10081.841,10036.595,
Argentina,ARG,032,1960,3,2007q2,168655.1,57693.37828984401,56997.33017911456,10248.69,observed quarterly,.0164562592877724,.0056293417295131,.0055614259167869,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10248.69,10080.815,
Argentina,ARG,032,1960,3,2007q3,152606.4,52203.45405891224,51573.63974315646,10125.035,interpolated from annual,.015072184935657,.0051558788743853,.0050936752063728,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),,10125.035,
Argentina,ARG,032,1960,3,2007q4,156469.2,53524.83705686493,52879.08077053058,10198.448,observed quarterly,.0153424521064382,.0052483316144638,.0051850125401954,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10198.448,10169.255,
Argentina,ARG,032,1960,3,2008q1,154180.1,52741.783877665,52105.47482257519,10177.211,observed quarterly,.0151495434259936,.0051823415941425,.0051198186637356,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10177.211,10220.28620928695,10279.805
Argentina,ARG,032,1960,3,2008q2,177851.4,60839.23996118921,60105.23825616761,10251.862,observed quarterly,.0173482046480922,.0059344575610937,.0058628606448436,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10251.862,10264.53569892438,10279.805
Argentina,ARG,032,1960,3,2008q3,161772,55338.81390307583,54671.17269347752,10241.244,observed quarterly,.0157961278922756,.0054035246014132,.005338333184277,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10241.244,10301.92974481872,10279.805
Argentina,ARG,032,1960,3,2008q4,153372.7,52465.58924357911,51832.61236904359,10448.904,observed quarterly,.0146783528683965,.0050211571705108,.0049605788673189,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10448.904,10332.46834696995,10279.805
Argentina,ARG,032,1960,3,2009q1,144638.3,49477.73389064395,48880.80432578573,10437.037,observed quarterly,.0138581764153945,.0047405919793754,.0046833985858042,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10437.037,10355.10823223025,10401.878
Argentina,ARG,032,1960,3,2009q2,157799.4,53979.87062419346,53328.62453531598,10380.362,observed quarterly,.0152017241787907,.0052001915370768,.0051374532540692,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10380.362,10385.6235577617,10401.878
Argentina,ARG,032,1960,3,2009q3,152630,52211.5271247587,51581.61541061169,10318.105,observed quarterly,.0147924449305371,.0050601856760286,.0049991365091373,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10318.105,10417.13566276572,10401.878
Argentina,ARG,032,1960,3,2009q4,153805.2,52613.53843758722,51978.77661372085,10472.009,observed quarterly,.0146872677439448,.0050242067627699,.0049635916674366,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10472.009,10449.64454724233,10401.878
Argentina,ARG,032,1960,3,2010q1,152901.8,52304.50421361744,51673.47076715106,10448.345,observed quarterly,.0146340688405676,.0050060085318409,.0049456129910671,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10448.345,10470.26393643977,10531.926
Argentina,ARG,032,1960,3,2010q2,183432.7,62748.48582596951,61991.44981412639,10530.696,observed quarterly,.0174188581647405,.0059586266497456,.005886738142866,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10530.696,10502.73594736449,10531.926
Argentina,ARG,032,1960,3,2010q3,167141.6,57175.64163058094,56485.83981074687,10568.727,observed quarterly,.0158147334111289,.0054098891598374,.0053446209567857,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10568.727,10548.16200546236,10531.926
Argentina,ARG,032,1960,3,2010q4,167047.5,57143.45199091351,56454.03852652923,10579.934,observed quarterly,.0157890871530957,.0054011161119638,.0053359537523135,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10579.934,10606.54211073338,10531.926
Argentina,ARG,032,1960,3,2011q1,165581.4,56641.92987915561,55958.56708347414,10573.457,observed quarterly,.0156601005707027,.0053569925029397,.0052923624774257,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10573.457,10697.42929856321,10765.734
Argentina,ARG,032,1960,3,2011q2,191583.2,65536.60121501717,64745.92767826968,10809.713,observed quarterly,.0177232457512979,.0060627512696236,.00598960653981,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10809.713,10755.98734858277,10765.734
Argentina,ARG,032,1960,3,2011q3,177854.3,60840.23199046695,60106.21831699897,10863.204,observed quarterly,.0163721771219614,.0056005789811613,.0055330101797774,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10863.204,10795.01302500978,10765.734
Argentina,ARG,032,1960,3,2011q4,175762.6,60124.70521796576,59399.32409597837,10816.563,observed quarterly,.0162493945627645,.0055585776385683,.0054915155670039,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10816.563,10814.50632784425,10765.734
Argentina,ARG,032,1960,3,2012q1,168171.5,57527.94885580395,56833.89658668468,10654.741,observed quarterly,.0157837248225931,.0053992817709791,.0053341415419375,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10654.741,10811.70562800087,10843.566
Argentina,ARG,032,1960,3,2012q2,182709.6,62501.12845675039,61747.07671510645,10820.109,observed quarterly,.0168861145483839,.0057763862135539,.0057066963664697,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10820.109,10831.1588178798,10843.566
Argentina,ARG,032,1960,3,2012q3,175865.4,60159.87094546641,59434.06556269008,10962.176,observed quarterly,.0160429279734243,.005487949741499,.0054217397679703,2004,2004,ARG,.3420790612904324,.3379520108144643,IMF_IFS_NA (nsa_fb),10962.176,10853.29259493946,10843.566
